Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
b9a9b768-772d-47ac-84aa-80830b7c2548,2004-09-14,,999-32-2576,,,,Myron933,Waelchi213,,,,white,nonhispanic,M,Lowell  Massachusetts  US,500 Hansen Trace Suite 15,Townsend,Massachusetts,Middlesex County,,42.615808646960296,-71.68681248080901,392001.72,5861.199999999999
c003fb40-ee3f-4e34-83e8-8914eb001948,1991-03-28,,999-20-9744,S99940207,X32618075X,Mrs.,Keisha459,Harber290,,Hayes766,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,493 Kemmer Avenue,Boston,Massachusetts,Suffolk County,02130,42.40095573831389,-71.0624533064803,666249.98,6756.839999999999
a549a935-f0a2-4a13-add5-549094d8aa54,1976-11-16,,999-46-5215,S99989917,X54455949X,Mrs.,Cierra898,Botsford977,,Dare640,M,white,nonhispanic,F,New Bedford  Massachusetts  US,633 Jast Wynd Unit 46,Somerville,Massachusetts,Middlesex County,02145,42.38170430116445,-71.06136052520523,143124.32,17463.719999999998
76584af9-9985-4a2f-98c4-82e7344dacd6,1989-03-03,,999-44-6117,S99999843,X47504008X,Mrs.,Samara159,Connelly992,,McClure239,M,white,hispanic,F,Reading  Massachusetts  US,510 Hudson Promenade,Hudson,Massachusetts,Middlesex County,,42.35204136125926,-71.58385014733967,614375.42,7653.239999999999
2c620524-6bcf-4f45-a9ea-1395b5a0cc3b,1997-05-24,,999-94-2070,S99970328,X65374197X,Ms.,Dusti191,Osinski784,,,,white,nonhispanic,F,Wellfleet  Massachusetts  US,692 Smitham Knoll Apt 26,Yarmouth,Massachusetts,Barnstable County,,41.675750013799686,-70.25753111782387,553016.61,7709.279999999999
e9f87ccd-f2d0-4b2e-b26b-0287d9934ec8,1959-02-19,,999-71-6789,S99965289,X28634033X,Mrs.,Leana211,Rogahn59,,Bernier607,M,white,nonhispanic,F,Chicopee  Massachusetts  US,325 Bailey Lock Suite 24,Plymouth,Massachusetts,Plymouth County,02360,41.8837244485799,-70.60678776508793,1270718.31,8441.64
a147448b-37e9-4271-882f-a60716ffb605,2007-01-13,2009-07-18,999-97-8901,,,,Lida218,Mosciski958,,,,white,nonhispanic,F,Yarmouth  Massachusetts  US,1063 Windler Ville,New Bedford,Massachusetts,Bristol County,02744,41.592119212993076,-70.94587697882262,59978.95,1587.3999999999999
585a4c1e-75b3-471d-b2b5-ff72a12e8095,1998-10-30,,999-41-7219,S99969940,X76159532X,Ms.,Lane844,Beer512,,,,white,nonhispanic,F,Boston  Massachusetts  US,731 Smith Wynd Unit 23,New Bedford,Massachusetts,Bristol County,02748,41.681324885740906,-70.96264907146941,65903.84,3832.2
cf91824c-e440-4e0f-a5ff-592bff72041d,1958-01-05,,999-53-2372,S99988346,X41738360X,Mrs.,Sanda877,Cruickshank494,,Wolff180,M,white,nonhispanic,F,Mansfield  Massachusetts  US,422 Flatley Parade Suite 24,Quincy,Massachusetts,Norfolk County,02186,42.231181438079325,-71.12135901543917,199311.29,19905.229999999996
4369ce89-8120-4a4d-8d93-c388579157e4,2000-08-17,,999-46-4548,S99992710,,Ms.,Jenise920,Metz686,,,,white,nonhispanic,F,Needham  Massachusetts  US,915 Kiehn Glen,Canton,Massachusetts,Norfolk County,,42.165075080338156,-71.08272914381259,498311.19,8240.12
03dd6ea7-6a36-4e0b-aafe-0b7ba9a32dcc,1983-05-29,,999-31-1600,S99939500,X40182892X,Mrs.,Ozell178,Bernhard322,,Rolfson709,M,white,nonhispanic,F,Seekonk  Massachusetts  US,146 Auer Gateway Unit 75,Peabody,Massachusetts,Essex County,,42.50446856394611,-70.9476415287961,769063.59,9446.409999999998
15b15aa0-6c54-4e84-8864-946004323ed2,1958-03-27,2019-04-19,999-10-2971,S99948071,X70307231X,Ms.,Coralee911,Luettgen772,,,S,white,nonhispanic,F,Reading  Massachusetts  US,529 Bergnaum Green,Canton,Massachusetts,Norfolk County,,42.209867663725085,-71.14239392590888,1430418.7,23582.629999999976
3705e67f-0ddc-41bc-a9ee-58fb24a29fbf,2007-01-13,,999-14-7112,,,,Chassidy418,Thompson596,,,,white,nonhispanic,F,Millbury  Massachusetts  US,484 Lakin Mission Unit 56,New Bedford,Massachusetts,Bristol County,02744,41.65613901903352,-70.9429048244563,330718.68,3680.6
968c9cf0-77e7-4186-ad5e-3e808721832e,1970-09-17,,999-85-6440,S99932912,X73897950X,Ms.,Marquita692,Haley279,,,S,white,hispanic,F,Weymouth  Massachusetts  US,864 Dickens Grove,Peabody,Massachusetts,Essex County,01940,42.51870609749087,-70.97847339351289,1079026.7,13979.06
91698e63-011b-43ad-99a0-ab841ae579d4,2001-11-23,,999-74-7209,S99969741,,Ms.,Alease857,Bogan287,,,,white,nonhispanic,F,Springfield  Massachusetts  US,427 Gaylord Heights Apt 17,Wellfleet,Massachusetts,Barnstable County,,41.932174328742974,-70.06738786402022,463263.32,3606.3999999999996
5f83f9bd-ea04-49f6-baee-54e903f7f50e,1983-06-07,,999-19-5912,S99944925,X50711123X,Ms.,Floy720,West559,,,S,white,nonhispanic,F,Westford  Massachusetts  US,871 Hauck Vista Suite 64,Brookline,Massachusetts,Norfolk County,02445,42.37442955422283,-71.06679749992131,801830.84,5779.78
62c5f753-741c-4a2c-a0ca-8b8d3bf40ea7,1966-12-20,,999-88-5291,S99944800,X17620994X,Ms.,Angele108,Konopelski743,,,S,white,nonhispanic,F,Boston  Massachusetts  US,538 Klocko Fort Apt 20,Marblehead,Massachusetts,Essex County,,42.50196925114426,-70.88371919109073,40861.9,3225.3999999999996
11383956-5e4d-44f6-87cb-9f1e97f01cbb,1992-12-03,,999-17-5629,S99960508,X82547264X,Mrs.,Danuta945,Moore224,,Reynolds644,M,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,196 Herzog Rest,Lowell,Massachusetts,Middlesex County,01851,42.6632026151189,-71.30676988274887,706443.73,3618.8799999999997
78be6614-cee3-43f1-afa5-4e9a7241c746,1967-03-10,,999-45-5838,S99920302,X25371817X,Mrs.,Elouise806,Nolan344,,Adams676,M,white,nonhispanic,F,Taunton  Massachusetts  US,737 Schimmel Corner Unit 44,Somerset,Massachusetts,Bristol County,,41.67177146484623,-71.18273091526996,1228508.37,12001.63
b07b8d12-090d-47b9-b42b-b192d8f772f9,1973-03-29,,999-19-6777,S99990049,X8803376X,Mr.,Cedric746,Mayer370,,,M,white,nonhispanic,M,Boston  Massachusetts  US,311 Bartell Highlands,Arlington,Massachusetts,Middlesex County,02474,42.379178032416064,-71.1783391331248,1072236.85,4825.4
81fb502b-254c-4417-a7a5-3fa66a7306da,1965-07-10,,999-79-5273,S99936536,X25834545X,Mrs.,Marketta481,Kohler843,,Zieme486,M,white,nonhispanic,F,Methuen  Massachusetts  US,609 White Byway Suite 48,Framingham,Massachusetts,Middlesex County,,42.34992712592037,-71.39955454338589,1273848.54,8948.319999999998
f5aac25d-d6a4-49e7-8c40-7b9a5a2320d4,1987-04-28,,999-51-5534,S99976913,X47144261X,Mr.,Erwin847,Graham902,,,M,black,hispanic,M,Amesbury  Massachusetts  US,417 Lehner Crossing,Boston,Massachusetts,Suffolk County,02163,42.300962607784584,-71.10294362562318,771931.92,10327.279999999999
ebd0f496-d699-492e-ac94-1129d99e6f20,1958-03-27,,999-61-9594,S99932547,X41745310X,Ms.,Sandra485,Grant908,,,S,white,nonhispanic,F,Lowell  Massachusetts  US,146 Gibson Wynd,Canton,Massachusetts,Norfolk County,,42.13206435675196,-71.16647077922936,1304010.15,14062.379999999997
f4976aeb-75cc-4429-8d78-18ff16518ace,2005-08-26,,999-63-6340,,,,Orlando897,Lesch175,,,,black,nonhispanic,M,Tewksbury  Massachusetts  US,825 Rath Track Apt 26,East Longmeadow,Massachusetts,Hampden County,,42.0341158712192,-72.49795672168004,347490.44,3738.08
d35e3238-01dc-4968-9e71-6008d79d6d87,1979-02-08,,999-41-3666,S99915561,X3388588X,Mr.,Luther918,Abernathy524,,,M,white,nonhispanic,M,Boston  Massachusetts  US,167 Dibbert Annex,Grafton,Massachusetts,Worcester County,,42.24888101260056,-71.69018975347855,987166.0,3468.8399999999997
f1638da4-1835-4214-b991-34ceded6a9be,1994-02-24,,999-59-9082,S99994132,X27524236X,Ms.,Claudine313,Schuppe920,,,,white,nonhispanic,F,Waltham  Massachusetts  US,245 D'Amore Well,Norwood,Massachusetts,Norfolk County,02062,42.18694097029832,-71.22088953938528,630959.63,4482.12
a35cc179-6f40-4b8e-b33c-da8ac13ebb00,2012-05-11,,999-62-6858,,,,Angel97,Swift555,,,,white,nonhispanic,M,Fall River  Massachusetts  US,782 Harvey Arcade,Malden,Massachusetts,Middlesex County,,42.41891829616596,-71.04050993276334,24279.92,3103.9599999999996
e19b6694-9a64-4e69-b907-e35c9ff873ba,1999-02-04,,999-39-8322,S99912720,X34420253X,Mr.,Kenneth671,Runte676,,,,white,hispanic,M,Worcester  Massachusetts  US,285 Roberts Vista Apt 47,Boston,Massachusetts,Suffolk County,02128,42.30453971766987,-71.11073092452799,531148.52,3684.72
b078217c-eabe-45aa-ad7c-2b4059fcc94f,2018-04-13,,999-29-1955,,,,Latoria810,Senger904,,,,white,nonhispanic,F,Ware  Massachusetts  US,1061 Dickens Club Suite 7,Sudbury,Massachusetts,Middlesex County,,42.413413232270536,-71.45520071759265,42240.369999999995,1388.2399999999998
c075121e-fec6-4769-a7f6-b2c2c5df897a,1953-12-29,,999-58-6881,S99920787,X195393X,Mr.,Cameron381,Beatty507,,,M,black,hispanic,M,Amherst  Massachusetts  US,736 Rath Row Suite 9,Boston,Massachusetts,Suffolk County,02126,42.32755116802192,-70.99695129943468,1802890.57,13569.839999999998
a79f5d11-3196-45a1-876d-26ceb72faae5,1986-05-19,,999-91-9286,S99918576,X50927491X,Mrs.,Mittie376,Zulauf375,,Leannon79,M,white,nonhispanic,F,Norwood  Massachusetts  US,348 Jones Parade,Quincy,Massachusetts,Norfolk County,02186,42.24225556881637,-71.12654835236754,771753.83,5496.159999999999
e09673ff-33f6-445f-9f12-8d58fe7cdb36,1967-03-09,,999-17-1098,S99942359,X1379350X,Mr.,Jorge Luis88,Rodríguez701,,,M,white,hispanic,M,Kingston  Kingston  JM,192 Erdman Camp,Southborough,Massachusetts,Worcester County,,42.29209273032252,-71.52171567338733,1308532.69,12009.679999999998
f39fd33a-485b-4619-8ba1-2344c251eba9,2013-03-28,,999-18-6547,,,,Maryetta775,Rowe323,,,,white,nonhispanic,F,Brewster  Massachusetts  US,821 Kunde Drive,New Bedford,Massachusetts,Bristol County,02747,41.73433232571632,-70.97451574972443,156316.38,2233.2
80c6a787-b817-4657-b47d-5dce55f75043,1968-05-10,2009-04-03,999-18-8582,S99991489,X79479344X,Mr.,Williams176,Legros616,,,M,white,nonhispanic,M,Georgetown  Massachusetts  US,471 Lubowitz Fort Unit 77,Boston,Massachusetts,Suffolk County,02135,42.369504957684036,-71.17394939436014,1037834.93,4675.4
f2f06217-d69b-456c-ae86-9c80bc65dba2,1968-11-17,,999-57-2160,S99939570,X84539739X,Mr.,Joe656,Kuhic920,,,M,white,nonhispanic,M,Waltham  Massachusetts  US,777 Turcotte Pathway Apt 51,Raynham,Massachusetts,Bristol County,,41.98035712299276,-71.08945523663407,1245193.7,6042.8
0c6c0c18-033f-4ec2-9311-f7f6f65cc4de,2001-09-22,,999-71-5460,S99931631,,Ms.,Donna446,Stoltenberg489,,,,black,nonhispanic,F,Mansfield  Massachusetts  US,648 Borer Overpass Apt 28,Cambridge,Massachusetts,Middlesex County,02142,42.36869247462769,-71.17747480252895,490038.72,2772.3199999999997
342c84d3-fd70-41b8-935e-57c7b3f300af,1982-02-14,,999-69-2149,S99942229,X21146858X,Mr.,Matthew562,Trantow673,,,M,white,nonhispanic,M,Yarmouth  Massachusetts  US,552 Harris Track Apt 83,Newton,Massachusetts,Middlesex County,02466,42.35799706610965,-71.28238879566328,919048.68,7446.759999999999
560590a5-3f47-4740-a9f4-d59f3b640d68,2007-02-14,,999-48-9913,,,,Geraldo282,Reilly981,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,417 Raynor Parade,Springfield,Massachusetts,Hampden County,01107,42.07900933617389,-72.54004237590583,312827.97000000003,3353.96
d4011d18-e3d5-4263-a5b8-b2cf3aff1462,1978-07-25,,999-36-6335,S99941613,X18019068X,Mrs.,Verla696,Kertzmann286,,Kautzer186,M,white,nonhispanic,F,Methuen  Massachusetts  US,520 Ryan Ranch Suite 21,Cummington,Massachusetts,Hampshire County,,42.463225118093455,-72.95649901591197,929627.0,10344.519999999999
3bc04e1b-05da-4f2d-9c2c-6efdb3a7d5d8,1981-05-17,,999-51-6592,S99972445,X7979466X,Mr.,Tom274,Dach178,,,M,white,nonhispanic,M,Essex  Massachusetts  US,533 Kling Terrace Suite 21,Revere,Massachusetts,Suffolk County,,42.39566332040084,-70.94740853946541,1007248.47,12043.92
c4074459-301a-422e-8a99-f96502e0c526,1954-12-29,,999-79-6931,S99992147,X48942344X,Mrs.,Emilee283,Krajcik437,,Mertz280,M,white,nonhispanic,F,Orange  Massachusetts  US,625 Vandervort Vista Unit 85,Gloucester,Massachusetts,Essex County,01930,42.588930490417866,-70.69818283532952,1434915.02,8710.009999999998
2a33a4d2-e3f9-49ef-b093-4191b4861477,1968-05-10,,999-87-8448,S99914782,X10570851X,Mr.,Jean712,Okuneva707,,,M,white,nonhispanic,M,Acton  Massachusetts  US,638 Ernser Center Apt 30,Boston,Massachusetts,Suffolk County,02108,42.39410228016369,-71.02201034408463,1089582.67,9673.839999999998
cf14442d-8270-4c60-81f0-9c88324a170e,1997-09-08,,999-69-3582,S99951031,X6795703X,Mr.,Luther918,Sanford861,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,204 Barton Mission Suite 17,Shrewsbury,Massachusetts,Worcester County,,42.242541045778005,-71.73901661659237,460693.31,3024.72
04d8011c-013f-4866-b9a3-d54efdc79338,1942-02-09,,999-53-5336,S99917105,X87039556X,Mr.,Manuel446,Luettgen772,,,S,white,nonhispanic,M,Methuen  Massachusetts  US,913 Schmeler Light,Provincetown,Massachusetts,Barnstable County,02657,42.03838955160993,-70.15017623556297,283213.81,9972.16
dac680bc-ab39-438c-9a82-2be01281f532,1952-01-03,2011-07-05,999-82-6675,S99951438,X26499975X,Mrs.,Reina25,Wuckert783,,Bradtke547,M,white,nonhispanic,F,Arlington  Massachusetts  US,518 Legros Port Unit 11,Taunton,Massachusetts,Bristol County,02780,41.84937060441018,-70.98199785362979,192441.53,22707.37
1d8a4bd2-81b9-4b34-99a7-00545cf9ae8f,1939-12-31,,999-30-2868,S99957078,X29914205X,Mrs.,Mee229,Prohaska837,,Sanford861,M,white,nonhispanic,F,Needham  Massachusetts  US,170 Hartmann Bypass,Fall River,Massachusetts,Bristol County,02724,41.68628354535338,-71.11277304247041,1345453.71,16303.189999999997
0559683a-5d94-43f9-9637-2a526a26c3cd,1975-11-17,,999-10-9993,S99912781,X1981343X,Mr.,Monte325,McClure239,,,M,white,nonhispanic,M,Arlington  Massachusetts  US,389 Wilkinson Port Unit 55,Wilbraham,Massachusetts,Hampden County,,42.13346953545884,-72.46072235949907,966629.77,13180.029999999999
b0cf8798-5adb-4eb9-a7d0-e18738263c94,2005-03-18,,999-69-1233,,,,Virgil85,Connelly992,,,,black,nonhispanic,M,Cambridge  Massachusetts  US,749 Klein Avenue,Boston,Massachusetts,Suffolk County,02129,42.32314037971671,-71.067122006375,341793.82,3153.12
55e662a6-d429-4357-a96e-6838234d5f65,2019-11-08,,999-80-2569,,,,Gabriella773,Cartwright189,,,,white,nonhispanic,F,Revere  Massachusetts  US,1060 Turcotte Dam,Worcester,Massachusetts,Worcester County,01610,42.297176014630665,-71.88824441855171,6600.0,258.32
e0e7cb40-994c-4519-9407-d175b6946f0b,2009-01-31,,999-11-6600,,,,Georgina806,Schiller186,,,,asian,hispanic,F,Springfield  Massachusetts  US,442 Reichel Rapid Apt 70,North Andover,Massachusetts,Essex County,,42.68016773159471,-71.08515471174096,238064.2,2779.0
c396b4a1-0439-44f4-9c8a-b1e0cac32032,1995-05-31,,999-94-2750,S99918280,X39355704X,Mr.,Rich940,Harber290,,,,white,nonhispanic,M,Granby  Massachusetts  US,1004 Hammes Green Apt 84,Marshfield,Massachusetts,Plymouth County,02050,42.09447478280144,-70.66225919781968,505650.66000000003,2766.3999999999996
956ee37d-5fbd-4d5d-a010-91ac9851099d,2018-03-16,,999-63-4662,,,,Dot905,Friesen796,,,,white,nonhispanic,F,Revere  Massachusetts  US,481 Schuppe Viaduct,Swampscott,Massachusetts,Essex County,01907,42.4381781935456,-70.8856906272464,46161.97,1033.28
f84b73bf-e95b-46a6-97d7-03b990142b82,1967-12-24,,999-16-7505,S99941412,X57057369X,Mrs.,Melodi744,Hansen121,,Barton704,M,white,hispanic,F,Boston  Massachusetts  US,1052 Trantow Rue Apt 83,Marlborough,Massachusetts,Middlesex County,,42.3755113060729,-71.57532934391001,1290667.34,5059.5599999999995
41ecd842-0481-4a49-9cf5-510af989ad10,1958-11-28,,999-73-2288,S99978143,X4767880X,Ms.,Tiffanie406,Rolfson709,,,S,white,nonhispanic,F,Spencer  Massachusetts  US,912 Koss Arcade,Medway,Massachusetts,Norfolk County,,42.16892253283185,-71.3958865663376,191667.23,10974.23
40464572-4af1-47a1-839d-99add18d53b3,1989-08-25,,999-67-8027,S99963830,X37990266X,Mr.,Otis335,Johns824,,,M,white,nonhispanic,M,Boston  Massachusetts  US,775 Walter Highlands,Norwood,Massachusetts,Norfolk County,,42.18827814967619,-71.23307679513988,697831.98,3141.3599999999997
fb768093-eee8-4f91-8ae0-55eb60fe3547,1940-12-19,1966-03-10,999-25-9061,S99926671,X593607X,Mr.,Tanner110,Schinner682,,,,white,nonhispanic,M,Dracut  Massachusetts  US,280 Kuhlman Drive Unit 97,Dartmouth,Massachusetts,Bristol County,,41.57134659195521,-70.98133915620322,520100.08,1868.08
e5cc65fa-8ce6-43cf-a605-7a8dd787dc97,1992-02-16,,999-67-7220,S99917929,X37406030X,Ms.,Tynisha348,McGlynn426,,,S,white,nonhispanic,F,Wellesley  Massachusetts  US,737 Beahan Spur,Everett,Massachusetts,Middlesex County,02149,42.42343609144303,-71.0897114405289,628162.52,9093.279999999999
b2df0f76-5007-422e-9bb6-aa99dc7f197c,2001-02-18,,999-60-7709,S99951310,,Mr.,Rod343,Beahan375,,,,white,nonhispanic,M,Peabody  Massachusetts  US,643 Vandervort Grove,Granby,Massachusetts,Hampshire County,,42.26669677460961,-72.4726084491766,389308.2,2643.96
848048f5-f9b2-4739-9c28-28be7caf2e04,1969-03-01,,999-24-2035,S99986069,X48318234X,Mr.,Coleman27,Huel628,,,M,white,nonhispanic,M,Saugus  Massachusetts  US,915 McCullough Street Unit 70,Duxbury,Massachusetts,Plymouth County,02332,42.05850822850403,-70.73914208764135,1167390.49,4276.24
939563eb-4c43-434b-bf3b-70fcc5d9bc1c,2017-11-02,,999-25-7686,,,,Jeremiah751,Hane680,,,,white,nonhispanic,M,Attleboro  Massachusetts  US,697 Mosciski Orchard,Somerset,Massachusetts,Bristol County,02725,41.69719891115694,-71.19873029299652,56766.8,1231.6
54dc2ef8-6586-4761-a059-add30c251a56,1958-01-21,,999-51-3162,S99913153,X17910342X,Mr.,Maxwell782,Koepp521,,,M,white,nonhispanic,M,Abington  Massachusetts  US,957 Rowe Loaf Suite 57,Newton,Massachusetts,Middlesex County,02459,42.35642654102141,-71.23689715171365,1272690.45,4874.48
e1e6ec7e-6d56-4873-9b97-c4d1de5efe8c,1952-01-03,,999-57-5732,S99961425,X67666847X,Mrs.,Junita557,Koch169,,Thompson596,M,white,nonhispanic,F,Kingston  Massachusetts  US,290 Champlin Vale,Taunton,Massachusetts,Bristol County,02767,41.89825785034518,-71.09669780184362,227722.6,26085.12
c4e6b6eb-cc6b-4094-b772-8bff8882b19f,2003-05-03,,999-94-4604,S99911293,,,Grant908,Nitzsche158,,,,white,nonhispanic,M,Fall River  Massachusetts  US,830 Howe Overpass Suite 44,Mattapoisett,Massachusetts,Plymouth County,,41.63757702787337,-70.84289637829376,443981.01,2679.0
80f2c2ac-1309-4326-9520-b66ffea5d727,1959-04-22,,999-83-9359,S99946022,X37839026X,Mrs.,Renay451,Hyatt152,,Koss676,M,white,nonhispanic,F,Saugus  Massachusetts  US,905 Pouros Mews Unit 28,Athol,Massachusetts,Worcester County,01331,42.620398559347514,-72.25200399810511,80910.58,4800.44
2a5d5fca-d2dc-4a30-8219-81b3645df6f0,1940-12-19,,999-13-2581,S99977222,X47090761X,Mr.,Bernard308,Krajcik437,,,M,white,nonhispanic,M,Boston  Massachusetts  US,702 Weissnat Plaza,Dartmouth,Massachusetts,Bristol County,,41.57954841180607,-70.94987435615751,1382159.28,8584.74
f59806f5-83b3-442a-af34-1278dd4f9b9a,2012-04-04,,999-55-1958,,,,Harold594,Roberts511,,,,white,nonhispanic,F,Methuen  Massachusetts  US,852 Dibbert Row,Waltham,Massachusetts,Middlesex County,02472,42.36021470240033,-71.20078053504781,169947.82,2546.19
ecdbaaf7-9888-4c69-8121-e36b0e652743,1973-10-13,,999-12-7777,S99969586,X56707251X,Mrs.,Cheree978,Fisher429,,Bernhard322,M,white,nonhispanic,F,Boston  Massachusetts  US,1011 Denesik Divide,Dedham,Massachusetts,Norfolk County,02026,42.24707705981112,-71.13481482074415,1092145.38,5050.36
873ddce1-d394-4fda-b08e-e580f7a79d8f,1967-08-21,,999-92-4475,S99979732,X50038153X,Mr.,Octavio643,Quintero729,,,S,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,802 Buckridge Pathway,Danvers,Massachusetts,Essex County,01923,42.53430883547127,-70.99364040905198,1444116.75,4423.0
8218dbda-eb21-4a70-a502-f4699c96bf9b,1974-04-25,,999-31-6484,S99997719,X53608461X,Mr.,Brant303,Ebert178,,,M,white,nonhispanic,M,Andover  Massachusetts  US,208 Huels Corner Apt 94,Norwell,Massachusetts,Plymouth County,,42.15394263135561,-70.85789223085955,992186.57,3839.5699999999997
058e09c1-879b-41e9-9f54-fbde213e9547,1956-06-10,,999-61-8789,S99966356,X13293179X,Mr.,Rolland302,Spencer878,,,M,white,nonhispanic,M,Milton  Massachusetts  US,193 Ratke Hollow Suite 15,Falmouth,Massachusetts,Barnstable County,02540,41.6029820526161,-70.65234405277573,1477637.85,7901.719999999999
dd30d2df-fe3c-4328-8bcb-4fd41998eb12,2009-04-24,,999-11-3551,,,,Harlan808,Murazik203,,,,white,nonhispanic,M,Framingham  Massachusetts  US,985 Weimann Overpass,Wilmington,Massachusetts,Middlesex County,,42.548722311408504,-71.19820915443964,271820.72,3076.48
5e56c07f-9dfb-41a5-8b06-7117142aa277,2019-02-27,,999-97-8309,,,,Dorathy429,Thompson596,,,,white,nonhispanic,F,Bridgewater  Massachusetts  US,179 Tremblay Meadow Unit 60,Acton,Massachusetts,Middlesex County,,42.4955671625618,-71.46514182952606,22000.0,645.8
7c9cbcde-4ab4-429a-bf6e-eeb9494107eb,1916-03-29,2000-09-03,999-17-7832,S99958868,X53027365X,Mrs.,Monserrate4,Gibson10,,Zboncak558,M,white,nonhispanic,F,Lynn  Massachusetts  US,554 Kshlerin Orchard,Cambridge,Massachusetts,Middlesex County,,42.35519054687144,-71.08073304201206,1547093.44,31713.01
e833844f-1a84-4dab-8b0b-d0e69d0a5b8e,1968-11-22,2019-07-08,999-38-7353,S99979465,X73624450X,Mr.,Virgil85,Schmeler639,,,M,white,nonhispanic,M,Boston  Massachusetts  US,511 Reinger Well Suite 51,Fall River,Massachusetts,Bristol County,02723,41.635427519694325,-71.12659500454842,1314121.88,7910.769999999999
3246769f-92f0-4ef1-9870-7592760724df,1976-11-04,,999-53-6507,S99954080,X28369216X,Mr.,Reuben327,Rolfson709,,,S,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,374 Davis Park,Boston,Massachusetts,Suffolk County,02163,42.2967539415879,-71.13150751606464,990837.69,3485.4799999999996
