Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
20cc8e07-5ffb-3119-b1db-911a7f485c41,4861d01f-019c-3dac-a153-8334e50919f9,Reginald96 Auer97,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,1915
acd12c7b-fd61-3e8d-add7-5d0d637bf1a5,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Mora209 Mertz280,F,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,191
a32fd402-c00d-3eea-93df-aa331b8c0e8b,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Sommer719 Dach178,F,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,1512
0d771ca5-576d-3802-9aeb-07eac565ea07,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Verónica383 Yáñez198,F,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,1479
fa8bc1e4-ab30-396f-8259-2b99f1419f76,c44f361c-2efb-3050-8f97-0354a12e2920,Horacio317 Beier427,M,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,1532
958cc8f4-fdfb-33b6-a9be-558596609a41,331f4c11-d298-308b-aaa1-d7825b29b57f,Lucas404 Olmos892,M,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,444
42b9ee30-3b57-3673-9458-c471be5d53c2,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Wallace647 Toy286,M,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,1663
bce8abca-6cf1-36e4-b74b-09b1a7dd239e,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Chantel847 Eichmann909,F,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,1278
bb4ca4f9-8941-35f9-a45e-df2ef01fe45a,b0e04623-b02c-3f8b-92ea-943fc4db60da,Rivka589 Lang846,F,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,1524
0447ce23-89b8-3a8d-bbd8-1d4c6ff2049e,ebc3f5c4-6700-34af-8323-85621c313726,Dirk334 Emmerich580,M,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,891
119c6b90-2cc5-3ddf-85e3-b865ed1d9797,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Argelia29 Ruecker817,F,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,2343
ad9f8496-8c6d-3cb1-8fb8-ea1b70a911ac,d692e283-0833-3201-8e55-4f868a9c0736,Chantel847 Jaskolski867,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,4739
c7f00c1e-5354-33b5-b490-65e451701206,d78e84ec-30aa-3bba-a33a-f29a3a454662,Evangelina20 Konopelski743,F,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,530
55bd39f7-3188-3399-bb7e-230bce8fc6f5,8ad64ecf-c817-3753-bee7-006a8e662e06,Tomeka87 Dibbert990,F,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,10277
fffa5ae6-2c2e-30f0-bc9a-36294e8ffc7f,23834663-ed53-3da9-b330-d6e1ecb8428e,Myrna889 Hirthe744,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,1689
f40e8d7c-21c1-3937-85c2-a36ee21a267d,44bef9d3-91c2-3005-93e0-ccf436348ff0,Walker122 Luettgen772,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,297
24bd4649-547c-3d3c-af43-fc7261407f1e,60457c13-adb2-3415-82c5-86ab5dab5f93,Gertha313 Smith67,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,1663
6182e05f-220c-34ff-ac81-f7be3b5850fd,a9f20dc1-5147-3789-bcef-bbecb41c5983,Gaylord332 Harris789,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,367
372ec0ae-37f2-3bdc-8861-44fcada20a2f,7fb56531-86bd-3e4a-8619-4df9942da309,Daysi106 Glover433,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,1222
04a9f282-30ae-32d4-b075-a2db3b2ac129,03347b4d-994e-302b-848b-58019a4e274d,Domenica436 Friesen796,F,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,2845
789d7463-374a-3aeb-bcf5-437e2969954e,cb6a50e0-af76-3758-99ad-3200ede03fff,Arnoldo445 Howe413,M,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,59
24242331-3791-300b-b5d9-702bce6cdde5,9a7149fa-49fc-3c87-b935-d29c55808717,Rochelle550 Haag279,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,448
b2bac7e3-c0e2-39e5-9d83-1c02c49f52ce,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Johnie961 Morissette863,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,1703
087a293b-c3b8-3bc2-b9ce-b19e0491a545,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Hershel911 Mitchell808,M,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,1007
1c874a87-30f4-3aeb-91e9-61762ce32399,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Russ979 Legros616,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,1540
73cca14a-1960-3496-be87-895d1d6fcfd6,db0acede-4abe-3c01-8d03-5c68a190d8c7,Derek111 Murray856,M,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,1622
b141f45c-595a-37bd-8656-5343e8fe9df4,3d10019f-c88e-3de5-9916-6107b9c0263d,Mitchell808 Homenick806,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2208
01d6a9f7-495d-30f3-abaa-60568ffca28e,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Claud279 Nienow652,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,1554
22307b37-0a0b-3a6d-8d91-8fe38c6f6e36,12c9daf5-a29c-36c9-ac55-28972463e566,Nakesha793 Buckridge80,F,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,2050
219567ed-f7e1-3bc7-ad40-d5fbfdd2aaff,27379046-608b-32f0-9df7-8c833cf5d11d,Araceli695 Grady603,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,518
7f8ea965-d62c-3f84-a7a7-5b1802aee849,226098a2-6a40-3588-b5bb-db56c3a30a04,Yolande652 Will178,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,1673
cc487165-572e-3b75-bc0e-010ee11b28cf,b7175ab4-bde5-3848-891b-579bccb77c7c,Hilary419 Nader710,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,243
ab93f668-47bf-3c90-98bd-96e881d1b98f,d733d4a9-080d-3593-b910-2366e652b7ea,Cary869 Heathcote539,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,608
7bd93b9f-57c4-3222-a04e-fdf31543407e,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Emery884 Bergstrom287,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,2264
fe1c0ab5-21d5-3bc6-a2fe-f4e0f65c02e0,d5117822-5756-389d-9547-891a372d580f,Armand155 Franecki195,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,1938
943128ee-e418-36fa-baf5-ae833924886f,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Man114 Greenholt190,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,7709
eb3e962e-74ed-34e7-8d97-891da3c69568,6f122869-a856-3d65-8db9-099bf4f5bbb8,Devon268 Schiller186,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,942
074bc1ba-6899-3f17-8914-81ee514bef97,465de31f-3098-365c-af70-48a071e1f5aa,Genaro214 Schinner682,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,1063
fd9f4117-b24f-34a9-ac1c-6b7acb377164,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Fausto876 Schmitt836,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,1594
31327f49-bfb2-3f5b-8752-b1c69b9bcba0,80e919cc-df1a-3838-b75e-541564a286e5,Minh326 O'Kon634,M,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,1598
c97c71f7-8729-36f4-b241-bbd4f033b979,8e00f524-3a5f-313e-9542-378dfc61193f,Kasey569 Runte676,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,288
4ec7f126-0480-338e-9499-204d157aad37,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Omer483 Wisoky380,M,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,225
2427bbfc-5f9b-36d1-96d2-e258ae63bef1,161a799c-4894-36f6-8ca7-2a71c8107f79,Magdalene960 Orn563,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,439
093501a1-c70a-338d-9aa3-0b4fb13ee4d1,956ccb85-bea0-30f9-af48-52f5dd95ff72,Lyndon118 Nikolaus26,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,290
78d656a8-b93c-3965-996d-a98591661afb,d7b11827-25f2-350b-bcd8-939fc59851b0,Shawana711 Jacobs452,F,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,371
211ea2fc-4212-3160-9b2f-19f0a334f8a2,5103c940-0c08-392f-95cd-446e0cea042a,Cathey606 Cummings51,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,1633
0708af50-aff5-37a5-a939-48e3514bf906,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Elouise806 Farrell962,F,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,222
096d98e4-54d6-3176-8aa6-a6e83847d233,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Felicitas300 Orn563,F,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,1
ea43f900-113d-3afe-a63a-5149b9250aa8,c1c0c43e-ca87-3ee5-9549-be3f28afde81,Talitha643 Dare640,F,GENERAL PRACTICE,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,1
a15ecf1b-864e-38b6-afce-f4e429ddbc6c,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Ivan258 Nicolas769,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,2
2c0b3602-f90f-3455-9f6e-1459d0624065,ed146054-9dd5-3f0b-83df-d29d983039c3,Malcolm243 Hudson301,M,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,1
2958e83e-067b-3a71-8d65-99bd06e22baf,3490b118-b33a-38e3-b763-f6f8f0039d6b,Sang383 Moen819,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,31
bce550c0-8b0e-3100-b40b-4e734c8341f8,de7eebed-6d89-3e62-b8d3-59d80c664399,Reginald96 Auer97,M,GENERAL PRACTICE,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,31
6438047b-1828-3492-a90c-035225fe35ef,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Mora209 Mertz280,F,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,1
7bfdf3e1-01d6-3fd2-b558-291d0bce594e,d311e70d-86e7-3c03-b115-53892bcf7ef1,Horacio317 Beier427,M,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,7
2502504f-f406-3e41-9e89-87f702e1d7da,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Wallace647 Toy286,M,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,61
93c7de40-8dde-3527-b6f1-df3982c673af,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Rivka589 Lang846,F,GENERAL PRACTICE,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,2
b6bc75c7-952a-3238-b63c-07125711c423,3a2242e0-de37-303b-bdfc-e160c7eae518,Chantel847 Jaskolski867,F,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,5
5931dff7-759b-38f0-87ad-9028eefa5e45,d5f4875f-6df2-32a8-a01b-47267f47fc49,Ivory697 Nitzsche158,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
d358c54b-9581-3a20-b274-9a440fae17ca,d5f4875f-6df2-32a8-a01b-47267f47fc49,Talitha643 Dare640,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
823671b5-d1b0-37a7-a27e-dc95b1f022c2,d5f4875f-6df2-32a8-a01b-47267f47fc49,Ivan258 Nicolas769,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ca7b4ae8-a7d7-38b4-ad68-1cafe1313226,d5f4875f-6df2-32a8-a01b-47267f47fc49,Malcolm243 Hudson301,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
0a89edc3-801f-356f-9942-8c303cdc45cc,d5f4875f-6df2-32a8-a01b-47267f47fc49,Sang383 Moen819,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
62ab4d50-cb98-3219-a346-051e3cb24690,d5f4875f-6df2-32a8-a01b-47267f47fc49,Tamiko523 Hegmann834,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
bd62a60f-721b-31a1-b01c-48429c14d3c2,d5f4875f-6df2-32a8-a01b-47267f47fc49,Santana368 Larkin917,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,96
ca09b96d-89b2-3b3f-bf09-47571734e057,b7dc82e4-3595-391b-a897-495dd7e5cf38,Reginald96 Auer97,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
9966db4d-13a6-366e-96bb-f48f44414ca1,b7dc82e4-3595-391b-a897-495dd7e5cf38,Mora209 Mertz280,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
175ee3f6-3f27-326a-baac-dbea7fb89d21,b7dc82e4-3595-391b-a897-495dd7e5cf38,Sommer719 Dach178,F,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,34
f3a74bb0-fb90-380a-bc95-93a5b0ab0abc,79e14b44-8026-3599-b8ac-14813879825e,Shane235 Wuckert783,M,CHIROPRACTIC,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,0
65ca4e0f-4dbb-3677-8813-a4283394a576,79e14b44-8026-3599-b8ac-14813879825e,Ty725 Hintz995,M,GENERAL PRACTICE,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,69
ed07e573-1e7f-3aac-9476-03db721651e2,6725cc67-119b-38a5-9fc8-c104c2b7f993,Santa373 Powlowski563,F,CHIROPRACTIC,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,0
e7a0c025-02b1-36a6-9331-6de6386fda59,6725cc67-119b-38a5-9fc8-c104c2b7f993,Raven88 Murphy561,F,GENERAL PRACTICE,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,16
2dfad43c-71a4-3989-8cfe-26281b53f5f1,c71b657c-58b7-33bf-8637-c0e102faf337,Delana41 Quigley282,F,GENERAL PRACTICE,182 MAIN ST,WATERTOWN,MA,02472-4409,42.369451,-71.177925,52
bc7e10d6-2bb4-3a31-8b1a-2d36272b8760,bc1469ec-a5f4-3102-93c6-8f7a991fb161,Georgeanna785 Gerlach374,F,PSYCHIATRY,1842 BEACON ST,BROOKLINE,MA,02445-1900,42.323853,-71.142003,0
17c2361e-a4dd-3194-8148-e1fc393249f2,bc1469ec-a5f4-3102-93c6-8f7a991fb161,Alejandra902 Meza847,F,PSYCHIATRY,1842 BEACON ST,BROOKLINE,MA,02445-1900,42.323853,-71.142003,0
a190e623-8452-39bf-b200-50eaed695322,bc1469ec-a5f4-3102-93c6-8f7a991fb161,Zackary401 Heidenreich818,M,GENERAL PRACTICE,1842 BEACON ST,BROOKLINE,MA,02445-1900,42.323853,-71.142003,30
cce10115-f961-3980-aac9-a25dc42a6fe7,8cc53527-a986-359d-9c23-ad6325458765,Glenda787 McDermott739,F,CHIROPRACTIC,194 REAR MAIN ST,AMESBURY,MA,01913-3609,42.851284,-70.955837,0
ed33d9c5-1b0e-31bb-879e-9501fc2439ab,8cc53527-a986-359d-9c23-ad6325458765,Mellie476 Hane680,F,GENERAL PRACTICE,194 REAR MAIN ST,AMESBURY,MA,01913-3609,42.851284,-70.955837,54
acbb546d-173b-34ad-b1d1-0b72d07cd35f,3efb354f-8c7e-3efe-8660-e2eb0fd6a3c5,Simon598 Hudson301,M,OPTOMETRY,38 VANDERBILT AVE,NORWOOD,MA,02062-5006,42.187364,-71.195971,0
a2c8ff86-b14f-32de-800b-547ccbfcfb87,3efb354f-8c7e-3efe-8660-e2eb0fd6a3c5,Palmer257 Pagac496,M,GENERAL PRACTICE,38 VANDERBILT AVE,NORWOOD,MA,02062-5006,42.187364,-71.195971,30
6a9e92bb-3fbe-34d3-9405-483fa678c510,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Leonia336 Bartell116,F,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
22515d33-fa61-3d76-b974-ed95be5d87c3,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Elton404 Prosacco716,M,CHIROPRACTIC,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
eb0e5c9f-a7d9-3cca-b74f-fc1e4992110a,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Mable471 Robel940,F,GENERAL PRACTICE,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,87
0a88198c-3272-30d3-b9a2-f8ba8eb1be8d,dd1f04b3-54cd-3ff0-96e3-a9aec2078301,Ned189 Boehm581,M,GASTROENTEROLOGY,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,0
2ff6be04-7eaa-39db-b31e-2341110a101c,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Kristofer887 Fay398,M,NURSE PRACTITIONER,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
56804dd5-35f6-3447-9980-7ab64d904882,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Jude172 Cruickshank494,F,NURSE PRACTITIONER,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
238f0288-92b8-34a5-ad71-60c4932092a9,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Stephania967 Kemmer137,F,NEUROLOGY,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
f2d97d85-093e-38d5-ae8a-4525f86b1abf,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Roberto515 Gusikowski974,M,CLINICAL SOCIAL WORKER,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
072e7b37-9bac-350c-bd54-37fed8950fae,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Maria750 Bednar518,M,CLINICAL SOCIAL WORKER,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
81640001-064c-3e4a-93ff-60c075466be3,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Pablo44 Predovic534,M,CLINICAL SOCIAL WORKER,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
a10fc01e-5d37-3c73-ae9d-01c110385fb6,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Laquanda221 Nikolaus26,F,CLINICAL SOCIAL WORKER,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
b12dee9d-787d-340b-afce-0fbb03aab8e5,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Damian46 Erdman779,M,GENERAL PRACTICE,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,56
ad3ccedb-8468-30a2-bc5a-b1886b5fecf6,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Janiece99 Rippin620,F,INTERNAL MEDICINE,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
92825cf4-32de-3e8c-8054-460d4cfe7c37,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Blaine377 Metz686,M,INTERNAL MEDICINE,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
7939bc42-e784-3dfe-916a-3872647e8e01,b0bc9a3f-9875-3126-913f-1e1c1a01eb16,Williams176 Ebert178,M,HOSPITALIST,1 BRANCH ST,METHUEN,MA,01844-1923,42.742751,-71.178588,0
a91b60dd-8d09-3cc4-8d44-c898be9cbd62,4222a451-49b1-3520-b7d0-df9dc2caa033,Belinda283 Moen819,F,GENERAL PRACTICE,48 N PLEASANT ST,AMHERST,MA,01002-1738,42.363534,-72.50729100000001,89
2db7ec05-08b7-39b1-b1f1-79b8c56c7f8c,198b7252-7aa4-378a-85b2-76396dd852f9,Monroe732 Hand679,M,CLINICAL PSYCHOLOGIST,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,0
f785ca41-9910-34ac-85ca-033e1cf09151,198b7252-7aa4-378a-85b2-76396dd852f9,Nicolasa738 Gibson10,F,CLINICAL PSYCHOLOGIST,120 N MAIN ST,ATTLEBORO,MA,02703-2248,41.931653000000004,-71.294503,0
